Date	NVDAClose	Date	VGTClose
12/29/2023	49.522	12/29/2023	484
12/28/2023	49.522	12/28/2023	486.79
12/27/2023	49.417	12/27/2023	486.47
12/26/2023	49.279	12/26/2023	486
12/22/2023	48.83	12/22/2023	483.61
12/21/2023	48.99	12/21/2023	483.14
12/20/2023	48.111	12/20/2023	477.22
12/19/2023	49.604	12/19/2023	485
12/18/2023	50.077	12/18/2023	483.33
12/15/2023	48.89	12/15/2023	482.22
12/14/2023	48.35	12/14/2023	479.91
12/13/2023	48.088	12/13/2023	478.98
12/12/2023	47.657	12/12/2023	473.51
12/11/2023	46.627	12/11/2023	470.7
12/08/2023	47.506	12/08/2023	467.48
12/07/2023	46.596	12/07/2023	463.34
12/06/2023	45.503	12/06/2023	458.39
12/05/2023	46.566	12/05/2023	462.41
12/04/2023	45.51	12/04/2023	459.92
12/01/2023	46.765	12/01/2023	464.65
11/30/2023	46.77	11/30/2023	462.03
11/29/2023	48.14	11/29/2023	462.16
11/28/2023	47.821	11/28/2023	460.37
11/27/2023	48.242	11/27/2023	459.52
11/24/2023	47.776	11/24/2023	459.76
11/22/2023	48.716	11/22/2023	460.26
11/21/2023	49.944	11/21/2023	458.58
11/20/2023	50.409	11/20/2023	462.42
11/17/2023	49.298	11/17/2023	455.99
11/16/2023	49.48	11/16/2023	455.79
11/15/2023	48.888	11/15/2023	454.78
11/14/2023	49.656	11/14/2023	454.19
11/13/2023	48.62	11/13/2023	443.46
11/10/2023	48.335	11/10/2023	445.69
11/09/2023	46.95	11/09/2023	434.22
11/08/2023	46.574	11/08/2023	436.84
11/07/2023	45.955	11/07/2023	435.03
11/06/2023	45.751	11/06/2023	429.82
11/03/2023	45.005	11/03/2023	427.88
11/02/2023	43.506	11/02/2023	421.88
11/01/2023	42.325	11/01/2023	414.49
10/31/2023	40.78	10/31/2023	407.8
10/30/2023	41.161	10/30/2023	404.75
10/27/2023	40.50	10/27/2023	401.22
10/26/2023	40.326	10/26/2023	399.56
10/25/2023	41.779	10/25/2023	406.76
10/24/2023	43.663	10/24/2023	413.59
10/23/2023	42.975	10/23/2023	409.95
10/20/2023	41.387	10/20/2023	409.88
10/19/2023	42.101	10/19/2023	417.24
10/18/2023	42.196	10/18/2023	420.23
10/17/2023	43.938	10/17/2023	426.07
10/16/2023	46.095	10/16/2023	427.9
10/13/2023	45.461	10/13/2023	423.04
10/12/2023	46.945	10/12/2023	429.93
10/11/2023	46.806	10/11/2023	430.95
10/10/2023	45.798	10/10/2023	427.56
10/09/2023	45.273	10/09/2023	426.15
10/06/2023	45.762	10/06/2023	424.2
10/05/2023	44.688	10/05/2023	415.86
10/04/2023	44.041	10/04/2023	415.5
10/03/2023	43.517	10/03/2023	410.76
10/02/2023	44.782	10/02/2023	418.72
09/29/2023	43.499	09/29/2023	414.9
09/28/2023	43.089	09/28/2023	413.27
09/27/2023	42.468	09/27/2023	410.66
09/26/2023	41.911	09/26/2023	409.4
09/25/2023	42.222	09/25/2023	416.84
09/22/2023	41.61	09/22/2023	415.19
09/21/2023	41.017	09/21/2023	414.04
09/20/2023	42.239	09/20/2023	421.02
09/19/2023	43.52	09/19/2023	427.31
09/18/2023	43.966	09/18/2023	428.07
09/15/2023	43.90	09/15/2023	426.34
09/14/2023	45.581	09/14/2023	434.24
09/13/2023	45.485	09/13/2023	431.22
09/12/2023	44.87	09/12/2023	430.64
09/11/2023	45.178	09/11/2023	438.32
09/08/2023	45.572	09/08/2023	436.25
09/07/2023	46.241	09/07/2023	435.69
09/06/2023	47.061	09/06/2023	442.31
09/05/2023	48.548	09/05/2023	447.43
09/01/2023	48.509	09/01/2023	446.67
08/31/2023	49.355	08/31/2023	444.88
08/30/2023	49.264	08/30/2023	442.66
08/29/2023	48.784	08/29/2023	439.04
08/28/2023	46.835	08/28/2023	430.37
08/25/2023	46.018	08/25/2023	427.09
08/24/2023	47.163	08/24/2023	422.84
08/23/2023	47.116	08/23/2023	432.89
08/22/2023	45.668	08/22/2023	425.17
08/21/2023	46.967	08/21/2023	425.01
08/18/2023	43.299	08/18/2023	417.82
08/17/2023	43.3435	08/17/2023	417.01
08/16/2023	43.486	08/16/2023	421.62
08/15/2023	43.94	08/15/2023	425.65
08/14/2023	43.753	08/14/2023	429.9
08/11/2023	40.855	08/11/2023	423.65
08/10/2023	42.388	08/10/2023	426.45
08/09/2023	42.554	08/09/2023	426.05
08/08/2023	44.664	08/08/2023	432.1
08/07/2023	45.4165	08/07/2023	436.16
08/04/2023	44.68	08/04/2023	435.43
08/03/2023	44.515	08/03/2023	441.19
08/02/2023	44.269	08/02/2023	442.94
08/01/2023	46.507	08/01/2023	455.05
07/31/2023	46.729	07/31/2023	454.81
07/28/2023	46.75	07/28/2023	452.57
07/27/2023	45.90	07/27/2023	446.23
07/26/2023	45.452	07/26/2023	448.29
07/25/2023	45.679	07/25/2023	453.51
07/24/2023	44.612	07/24/2023	448.41
07/21/2023	44.309	07/21/2023	447.9
07/20/2023	45.52	07/20/2023	448.67
07/19/2023	47.077	07/19/2023	458.37
07/18/2023	47.494	07/18/2023	459.58
07/17/2023	46.461	07/17/2023	454.44
07/14/2023	45.469	07/14/2023	448.47
07/13/2023	45.977	07/13/2023	450.08
07/12/2023	43.902	07/12/2023	443.47
07/11/2023	42.405	07/11/2023	438.88
07/10/2023	42.18	07/10/2023	437.23
07/07/2023	42.503	07/07/2023	435.48
07/06/2023	42.103	07/06/2023	436.97
07/05/2023	42.317	07/05/2023	438.67
07/03/2023	42.413	07/03/2023	441.41
06/30/2023	42.302	06/30/2023	442.16
06/29/2023	40.822	06/29/2023	435.3
06/28/2023	41.117	06/28/2023	435.04
06/27/2023	41.876	06/27/2023	433.92
06/26/2023	40.632	06/26/2023	425.32
06/23/2023	42.209	06/23/2023	428.8
06/22/2023	43.025	06/22/2023	433.84
06/21/2023	43.045	06/21/2023	430.3
06/20/2023	43.808	06/20/2023	437
06/16/2023	42.692	06/16/2023	439.56
06/15/2023	42.653	06/15/2023	443.39
06/14/2023	42.997	06/14/2023	437.68
06/13/2023	41.022	06/13/2023	434.09
06/12/2023	39.482	06/12/2023	430.99
06/09/2023	38.77	06/09/2023	422.18
06/08/2023	38.51	06/08/2023	420.43
06/07/2023	37.475	06/07/2023	416.24
06/06/2023	38.654	06/06/2023	422.53
06/05/2023	39.171	06/05/2023	421.83
06/02/2023	39.327	06/02/2023	424.1
06/01/2023	39.77	06/01/2023	421.18
05/31/2023	37.834	05/31/2023	416.88
05/30/2023	40.111	05/30/2023	420.72
05/26/2023	38.946	05/26/2023	418.53
05/25/2023	37.98	05/25/2023	407.71
05/24/2023	30.538	05/24/2023	393.69
05/23/2023	30.688	05/23/2023	396.14
05/22/2023	31.176	05/22/2023	402.27
05/19/2023	31.264	05/19/2023	401.24
05/18/2023	31.678	05/18/2023	401.97
05/17/2023	30.178	05/17/2023	394.23
05/16/2023	29.213	05/16/2023	388.54
05/15/2023	28.953	05/15/2023	388.8
05/12/2023	28.34	05/12/2023	385.55
05/11/2023	28.578	05/11/2023	386.32
05/10/2023	28.885	05/10/2023	387.96
05/09/2023	28.571	05/09/2023	383.78
05/08/2023	29.151	05/08/2023	386.59
05/05/2023	28.68	05/05/2023	386.18
05/04/2023	27.562	05/04/2023	376.23
05/03/2023	27.802	05/03/2023	377.76
05/02/2023	28.21	05/02/2023	380.45
05/01/2023	28.91	05/01/2023	384.76
04/28/2023	27.749	04/28/2023	384.36
04/27/2023	27.226	04/27/2023	380.37
04/26/2023	26.956	04/26/2023	373.3
04/25/2023	26.241	04/25/2023	368.4
04/24/2023	27.042	04/24/2023	376.53
04/21/2023	27.119	04/21/2023	378.17
04/20/2023	27.104	04/20/2023	379.29
04/19/2023	27.931	04/19/2023	382.03
04/18/2023	27.667	04/18/2023	382.83
04/17/2023	27.002	04/17/2023	381.75
04/14/2023	26.758	04/14/2023	380.37
04/13/2023	26.463	04/13/2023	381.83
04/12/2023	26.495	04/12/2023	374.58
04/11/2023	27.169	04/11/2023	376.84
04/10/2023	27.579	04/10/2023	379.66
04/06/2023	27.037	04/06/2023	379.88
04/05/2023	26.881	04/05/2023	377.92
04/04/2023	27.453	04/04/2023	382.52
04/03/2023	27.965	04/03/2023	384.96
03/31/2023	27.777	03/31/2023	385.47
03/30/2023	27.383	03/30/2023	379.31
03/29/2023	26.984	03/29/2023	375.52
03/28/2023	26.41	03/28/2023	368
03/27/2023	26.531	03/27/2023	369.59
03/24/2023	26.779	03/24/2023	371.92
03/23/2023	27.191	03/23/2023	372.02
03/22/2023	26.468	03/22/2023	366.84
03/21/2023	26.199	03/21/2023	371.35
03/20/2023	25.90	03/20/2023	367.21
03/17/2023	25.725	03/17/2023	366.09
03/16/2023	25.541	03/16/2023	367.09
03/15/2023	24.228	03/15/2023	357.33
03/14/2023	24.063	03/14/2023	357.46
03/13/2023	22.966	03/13/2023	349.57
03/10/2023	22.965	03/10/2023	347.95
03/09/2023	23.436	03/09/2023	354.97
03/08/2023	24.181	03/08/2023	360.65
03/07/2023	23.288	03/07/2023	357.82
03/06/2023	23.554	03/06/2023	362.28
03/03/2023	23.89	03/03/2023	360.97
03/02/2023	23.314	03/02/2023	353.55
03/01/2023	22.698	03/01/2023	349.4
02/28/2023	23.216	02/28/2023	352.12
02/27/2023	23.501	02/27/2023	352.49
02/24/2023	23.286	02/24/2023	350.92
02/23/2023	23.664	02/23/2023	357.13
02/22/2023	20.754	02/22/2023	351.72
02/21/2023	20.655	02/21/2023	351.8
02/17/2023	21.388	02/17/2023	360.52
02/16/2023	22.002	02/16/2023	364.99
02/15/2023	22.764	02/15/2023	371.77
02/14/2023	22.971	02/14/2023	369.17
02/13/2023	21.788	02/13/2023	367.22
02/10/2023	21.265	02/10/2023	361.08
02/09/2023	22.337	02/09/2023	363.39
02/08/2023	22.205	02/08/2023	364.93
02/07/2023	22.173	02/07/2023	369.61
02/06/2023	21.089	02/06/2023	360.96
02/03/2023	21.10	02/03/2023	365.76
02/02/2023	21.709	02/02/2023	369.68
02/01/2023	20.943	02/01/2023	358.98
01/31/2023	19.537	01/31/2023	350.38
01/30/2023	19.162	01/30/2023	345.14
01/27/2023	20.365	01/27/2023	352.02
01/26/2023	19.802	01/26/2023	350.41
01/25/2023	19.323	01/25/2023	344.92
01/24/2023	19.265	01/24/2023	345.65
01/23/2023	19.193	01/23/2023	346.23
01/20/2023	17.839	01/20/2023	338.2
01/19/2023	16.765	01/19/2023	328.99
01/18/2023	17.377	01/18/2023	333.08
01/17/2023	17.702	01/17/2023	337.33
01/13/2023	16.899	01/13/2023	335.65
01/12/2023	16.511	01/12/2023	334.24
01/11/2023	16.001	01/11/2023	331.65
01/10/2023	15.909	01/10/2023	326.15
01/09/2023	15.628	01/09/2023	324.05
01/06/2023	14.859	01/06/2023	320.04
01/05/2023	14.265	01/05/2023	311.14
01/04/2023	14.749	01/04/2023	317.72
01/03/2023	14.315	01/03/2023	316.35
12/30/2022	14.614	12/30/2022	319.41
12/29/2022	14.603	12/29/2022	319.58
12/28/2022	14.036	12/28/2022	311.1
12/27/2022	14.121	12/27/2022	316.07
12/23/2022	15.206	12/23/2022	319.19
12/22/2022	15.339	12/22/2022	319.07
12/21/2022	16.501	12/21/2022	327.18
12/20/2022	16.085	12/20/2022	322.08
12/19/2022	16.254	12/19/2022	321.37
12/16/2022	16.571	12/16/2022	326.07
12/15/2022	16.952	12/15/2022	330.39
12/14/2022	17.674	12/14/2022	344.27
12/13/2022	18.072	12/13/2022	346.86
12/12/2022	17.535	12/12/2022	342.77
12/09/2022	17.001	12/09/2022	335.41
12/08/2022	17.169	12/08/2022	337.46
12/07/2022	16.12	12/07/2022	331.68
12/06/2022	15.987	12/06/2022	333.2
12/05/2022	16.61	12/05/2022	340.6
12/02/2022	16.876	12/02/2022	347.21
12/01/2022	17.135	12/01/2022	349.17
11/30/2022	16.923	11/30/2022	347.94
11/29/2022	15.639	11/29/2022	331.73
11/28/2022	15.827	11/28/2022	334.83
11/25/2022	16.27	11/25/2022	342.06
11/23/2022	16.519	11/23/2022	344.22
11/22/2022	16.038	11/22/2022	340.58
11/21/2022	15.317	11/21/2022	334.59
11/18/2022	15.409	11/18/2022	338.62
11/17/2022	15.677	11/17/2022	338.24
11/16/2022	15.91	11/16/2022	338.43
11/15/2022	16.666	11/15/2022	344.3
11/14/2022	16.295	11/14/2022	339.4
11/11/2022	16.327	11/11/2022	342.67
11/10/2022	15.75	11/10/2022	335.82
11/09/2022	13.776	11/09/2022	309.59
11/08/2022	14.602	11/08/2022	318.06
11/07/2022	14.301	11/07/2022	315.13
11/04/2022	14.156	11/04/2022	310.53
11/03/2022	13.421	11/03/2022	306.55
11/02/2022	13.219	11/02/2022	315.53
11/01/2022	13.543	11/01/2022	327.65
10/31/2022	13.497	10/31/2022	330.2
10/28/2022	13.834	10/28/2022	334.18
10/27/2022	13.176	10/27/2022	321.25
10/26/2022	12.896	10/26/2022	324.61
10/25/2022	13.261	10/25/2022	331.27
10/24/2022	12.599	10/24/2022	324.17
10/21/2022	12.466	10/21/2022	320.39
10/20/2022	12.194	10/20/2022	312.17
10/19/2022	12.051	10/19/2022	312
10/18/2022	11.967	10/18/2022	313.54
10/17/2022	11.888	10/17/2022	310.35
10/14/2022	11.227	10/14/2022	300.84
10/13/2022	11.96	10/13/2022	309.65
10/12/2022	11.50	10/12/2022	301.03
10/11/2022	11.586	10/11/2022	302.11
10/10/2022	11.67	10/10/2022	307.11
10/07/2022	12.076	10/07/2022	312.76
10/06/2022	13.13	10/06/2022	326.34
10/05/2022	13.209	10/05/2022	328.83
10/04/2022	13.167	10/04/2022	327.79
10/03/2022	12.512	10/03/2022	316.7
09/30/2022	12.139	09/30/2022	307.37
09/29/2022	12.22	09/29/2022	313.05
09/28/2022	12.736	09/28/2022	321.3
09/27/2022	12.413	09/27/2022	318.38
09/26/2022	12.228	09/26/2022	317.24
09/23/2022	12.516	09/23/2022	319.32
09/22/2022	12.561	09/22/2022	323.91
09/21/2022	13.261	09/21/2022	328.23
09/20/2022	13.176	09/20/2022	333.28
09/19/2022	13.382	09/19/2022	335.36
09/16/2022	13.198	09/16/2022	332.75
09/15/2022	12.929	09/15/2022	335.26
09/14/2022	13.128	09/14/2022	342.89
09/13/2022	13.131	09/13/2022	341.41
09/12/2022	14.505	09/12/2022	360.28
09/09/2022	14.387	09/09/2022	354.66
09/08/2022	13.99	09/08/2022	347.16
09/07/2022	13.714	09/07/2022	345.08
09/06/2022	13.465	09/06/2022	339.67
09/02/2022	13.647	09/02/2022	342.15
09/01/2022	13.937	09/01/2022	346.22
08/31/2022	15.094	08/31/2022	349.28
08/30/2022	15.468	08/30/2022	352.72
08/29/2022	15.801	08/29/2022	356.31
08/26/2022	16.26	08/26/2022	360.97
08/25/2022	17.913	08/25/2022	376.93
08/24/2022	17.222	08/24/2022	370.21
08/23/2022	17.181	08/23/2022	369.61
08/22/2022	17.034	08/22/2022	370.48
08/19/2022	17.849	08/19/2022	380.93
08/18/2022	18.773	08/18/2022	388.41
08/17/2022	18.335	08/17/2022	386.39
08/16/2022	18.879	08/16/2022	389.67
08/15/2022	19.032	08/15/2022	391.03
08/12/2022	18.709	08/12/2022	388.68
08/11/2022	17.942	08/11/2022	380.77
08/10/2022	18.097	08/10/2022	382.99
08/09/2022	17.086	08/09/2022	371.65
08/08/2022	17.793	08/08/2022	376.27
08/05/2022	18.989	08/05/2022	378.9
08/04/2022	19.215	08/04/2022	379.49
08/03/2022	18.893	08/03/2022	378.29
08/02/2022	18.526	08/02/2022	367.63
08/01/2022	18.441	08/01/2022	369.54
07/29/2022	18.163	07/29/2022	370.2
07/28/2022	17.984	07/28/2022	364.26
07/27/2022	17.79	07/27/2022	359.14
07/26/2022	16.533	07/26/2022	344.25
07/25/2022	17.024	07/25/2022	350.86
07/22/2022	17.319	07/22/2022	353.13
07/21/2022	18.05	07/21/2022	358.73
07/20/2022	17.807	07/20/2022	353.59
07/19/2022	16.992	07/19/2022	347.1
07/18/2022	16.101	07/18/2022	336.96
07/15/2022	15.762	07/15/2022	340.03
07/14/2022	15.372	07/14/2022	333.9
07/13/2022	15.164	07/13/2022	331.67
07/12/2022	15.082	07/12/2022	332.44
07/11/2022	15.152	07/11/2022	337.06
07/08/2022	15.838	07/08/2022	342.54
07/07/2022	15.858	07/07/2022	342.3
07/06/2022	15.13	07/06/2022	334.85
07/05/2022	14.964	07/05/2022	332.54
07/01/2022	14.523	07/01/2022	327.53
06/30/2022	15.159	06/30/2022	326.55
06/29/2022	15.542	06/29/2022	331.24
06/28/2022	15.982	06/28/2022	330.98
06/27/2022	16.869	06/27/2022	341.54
06/24/2022	17.126	06/24/2022	344.03
06/23/2022	16.225	06/23/2022	331.8
06/22/2022	16.36	06/22/2022	326.76
06/21/2022	16.566	06/21/2022	327.89
06/17/2022	15.88	06/17/2022	319.81
06/16/2022	15.601	06/16/2022	315.97
06/15/2022	16.527	06/15/2022	330.41
06/14/2022	15.836	06/14/2022	323.26
06/13/2022	15.647	06/13/2022	321.47
06/10/2022	16.974	06/10/2022	337.34
06/09/2022	18.048	06/09/2022	351.12
06/08/2022	18.648	06/08/2022	361.28
06/07/2022	18.926	06/07/2022	365.21
06/06/2022	18.786	06/06/2022	360.42
06/03/2022	18.72	06/03/2022	360.21
06/02/2022	19.592	06/02/2022	369.6
06/01/2022	18.32	06/01/2022	359.71
05/31/2022	18.672	05/31/2022	361.1
05/27/2022	18.811	05/27/2022	364.06
05/26/2022	17.851	05/26/2022	351.8
05/25/2022	16.975	05/25/2022	343.1
05/24/2022	16.154	05/24/2022	338.25
05/23/2022	16.898	05/23/2022	344.92
05/20/2022	16.694	05/20/2022	337.77
05/19/2022	17.124	05/19/2022	337.22
05/18/2022	16.938	05/18/2022	339.59
05/17/2022	18.177	05/17/2022	356
05/16/2022	17.264	05/16/2022	346.2
05/13/2022	17.706	05/13/2022	350.38
05/12/2022	16.175	05/12/2022	337.61
05/11/2022	16.63	05/11/2022	340.11
05/10/2022	17.595	05/10/2022	352.17
05/09/2022	16.95	05/09/2022	347.13
05/06/2022	18.675	05/06/2022	362.75
05/05/2022	18.844	05/05/2022	366.73
05/04/2022	20.334	05/04/2022	386.46
05/03/2022	19.602	05/03/2022	373.51
05/02/2022	19.533	05/02/2022	373.27
04/29/2022	18.547	04/29/2022	367.2
04/28/2022	19.782	04/28/2022	383.13
04/27/2022	18.415	04/27/2022	368.23
04/26/2022	18.788	04/26/2022	364.31
04/25/2022	19.902	04/25/2022	378.73
04/22/2022	19.515	04/22/2022	372.65
04/21/2022	20.183	04/21/2022	383.24
04/20/2022	21.482	04/20/2022	390.76
04/19/2022	22.198	04/19/2022	392.38
04/18/2022	21.783	04/18/2022	384.63
04/14/2022	21.258	04/14/2022	384.18
04/13/2022	22.203	04/13/2022	393.92
04/12/2022	21.504	04/12/2022	387.17
04/11/2022	21.917	04/11/2022	388.23
04/08/2022	23.119	04/08/2022	397.65
04/07/2022	24.208	04/07/2022	403.57
04/06/2022	24.407	04/06/2022	402.32
04/05/2022	25.931	04/05/2022	413.42
04/04/2022	27.36	04/04/2022	423.43
04/01/2022	26.712	04/01/2022	415.26
03/31/2022	27.286	03/31/2022	416.48
03/30/2022	27.69	03/30/2022	422.42
03/29/2022	28.656	03/29/2022	428.92
03/28/2022	28.219	03/28/2022	419.64
03/25/2022	27.692	03/25/2022	414.52
03/24/2022	28.15	03/24/2022	415.49
03/23/2022	25.634	03/23/2022	405.58
03/22/2022	26.524	03/22/2022	411.85
03/21/2022	26.734	03/21/2022	405.36
03/18/2022	26.453	03/18/2022	406.39
03/17/2022	24.766	03/17/2022	397.29
03/16/2022	24.496	03/16/2022	393.02
03/15/2022	22.973	03/15/2022	379.14
03/14/2022	21.33	03/14/2022	366.81
03/11/2022	22.10	03/11/2022	374.92
03/10/2022	22.658	03/10/2022	382.88
03/09/2022	23.014	03/09/2022	389.61
03/08/2022	21.514	03/08/2022	373.68
03/07/2022	21.352	03/07/2022	375.53
03/04/2022	22.936	03/04/2022	390.16
03/03/2022	23.714	03/03/2022	398.1
03/02/2022	24.22	03/02/2022	404.39
03/01/2022	23.477	03/01/2022	396.14
02/28/2022	24.385	02/28/2022	403.91
02/25/2022	24.157	02/25/2022	403.82
02/24/2022	23.748	02/24/2022	398.09
02/23/2022	22.387	02/23/2022	384.21
02/22/2022	23.39	02/22/2022	394.18
02/18/2022	23.642	02/18/2022	398.09
02/17/2022	24.507	02/17/2022	403.13
02/16/2022	26.511	02/16/2022	416.84
02/15/2022	26.495	02/15/2022	417.58
02/14/2022	24.267	02/14/2022	405.89
02/11/2022	23.949	02/11/2022	405.96
02/10/2022	25.824	02/10/2022	419.19
02/09/2022	26.705	02/09/2022	429.68
02/08/2022	25.108	02/08/2022	419.38
02/07/2022	24.728	02/07/2022	414.04
02/04/2022	24.319	02/04/2022	416.08
02/03/2022	23.948	02/03/2022	412.93
02/02/2022	25.242	02/02/2022	426.21
02/01/2022	24.638	02/01/2022	424.01
01/31/2022	24.486	01/31/2022	422.26
01/28/2022	22.84	01/28/2022	409.84
01/27/2022	21.944	01/27/2022	393.09
01/26/2022	22.772	01/26/2022	396.45
01/25/2022	22.324	01/25/2022	395.08
01/24/2022	23.372	01/24/2022	405.03
01/21/2022	23.374	01/21/2022	402.43
01/20/2022	24.15	01/20/2022	411.34
01/19/2022	25.067	01/19/2022	416.52
01/18/2022	25.903	01/18/2022	422.41
01/14/2022	26.942	01/14/2022	433.47
01/13/2022	26.575	01/13/2022	430
01/12/2022	27.999	01/12/2022	442.51
01/11/2022	27.817	01/11/2022	441.07
01/10/2022	27.40	01/10/2022	435.32
01/07/2022	27.247	01/07/2022	434.86
01/06/2022	28.178	01/06/2022	439.35
01/05/2022	27.604	01/05/2022	441.02
01/04/2022	29.29	01/04/2022	456.16
01/03/2022	30.121	01/03/2022	462
12/31/2021	29.411	12/31/2021	458.17
12/30/2021	29.586	12/30/2021	460.46
12/29/2021	30.001	12/29/2021	462.88
12/28/2021	30.322	12/28/2021	462.84
12/27/2021	30.945	12/27/2021	466.1
12/23/2021	29.64	12/23/2021	456.49
12/22/2021	29.40	12/22/2021	454.01
12/21/2021	29.075	12/21/2021	448.65
12/20/2021	27.719	12/20/2021	436.87
12/17/2021	27.801	12/17/2021	442.06
12/16/2021	28.387	12/16/2021	443.6
12/15/2021	30.459	12/15/2021	457.67
12/14/2021	28.337	12/14/2021	445.87
12/13/2021	28.161	12/13/2021	453.29
12/10/2021	30.198	12/10/2021	460.04
12/09/2021	30.49	12/09/2021	452.7
12/08/2021	31.826	12/08/2021	458.65
12/07/2021	32.427	12/07/2021	455.61
12/06/2021	30.037	12/06/2021	439.71
12/03/2021	30.693	12/03/2021	436
12/02/2021	32.126	12/02/2021	444.25
12/01/2021	31.435	12/01/2021	439.52
11/30/2021	32.676	11/30/2021	447.69
11/29/2021	33.376	11/29/2021	452.15
11/26/2021	31.503	11/26/2021	442.12
11/24/2021	32.674	11/24/2021	452.31
11/23/2021	31.746	11/23/2021	448.58
11/22/2021	31.956	11/22/2021	450.64
11/19/2021	32.985	11/19/2021	457.47
11/18/2021	31.675	11/18/2021	454.82
11/17/2021	29.261	11/17/2021	451.57
11/16/2021	30.203	11/16/2021	453.48
11/15/2021	30.025	11/15/2021	448.8
11/12/2021	30.39	11/12/2021	449.4
11/11/2021	30.39	11/11/2021	444.08
11/10/2021	29.459	11/10/2021	441.69
11/09/2021	30.657	11/09/2021	450.1
11/08/2021	30.804	11/08/2021	451.3
11/05/2021	29.752	11/05/2021	448.09
11/04/2021	29.801	11/04/2021	446.58
11/03/2021	26.598	11/03/2021	440.29
11/02/2021	26.401	11/02/2021	437.65
11/01/2021	25.827	11/01/2021	434.68
10/29/2021	25.567	10/29/2021	434.16
10/28/2021	24.941	10/28/2021	432.19
10/27/2021	24.451	10/27/2021	427.82
10/26/2021	24.717	10/26/2021	429.44
10/25/2021	23.166	10/25/2021	428.87
10/22/2021	22.726	10/22/2021	426.87
10/21/2021	22.692	10/21/2021	428.69
10/20/2021	22.103	10/20/2021	426.85
10/19/2021	22.29	10/19/2021	427.68
10/18/2021	22.222	10/18/2021	423.78
10/15/2021	21.862	10/15/2021	419.86
10/14/2021	21.746	10/14/2021	416.93
10/13/2021	20.939	10/13/2021	408.09
10/12/2021	20.671	10/12/2021	404.69
10/11/2021	20.695	10/11/2021	405.65
10/08/2021	20.831	10/08/2021	407.93
10/07/2021	21.075	10/07/2021	409.86
10/06/2021	20.70	10/06/2021	405.5
10/05/2021	20.451	10/05/2021	402.72
10/04/2021	19.732	10/04/2021	396.99
10/01/2021	20.742	10/01/2021	406.86
09/30/2021	20.716	09/30/2021	401.29
09/29/2021	20.517	09/29/2021	403.53
09/28/2021	20.699	09/28/2021	405.34
09/27/2021	21.66	09/27/2021	418.42
09/24/2021	22.081	09/24/2021	422.56
09/23/2021	22.482	09/23/2021	422.52
09/22/2021	21.941	09/22/2021	417.13
09/21/2021	21.246	09/21/2021	411.05
09/20/2021	21.113	09/20/2021	410.84
09/17/2021	21.90	09/17/2021	418.87
09/16/2021	22.242	09/16/2021	424.57
09/15/2021	22.341	09/15/2021	423.86
09/14/2021	22.242	09/14/2021	420.27
09/13/2021	22.152	09/13/2021	420.8
09/10/2021	22.478	09/10/2021	420.77
09/09/2021	22.177	09/09/2021	425.02
09/08/2021	22.339	09/08/2021	426.41
09/07/2021	22.662	09/07/2021	428.9
09/03/2021	22.843	09/03/2021	429.35
09/02/2021	22.396	09/02/2021	427.29
09/01/2021	22.441	09/01/2021	426.96
08/31/2021	22.385	08/31/2021	426.68
08/30/2021	22.688	08/30/2021	429.3
08/27/2021	22.636	08/27/2021	425.09
08/26/2021	22.068	08/26/2021	420.28
08/25/2021	22.213	08/25/2021	422.76
08/24/2021	21.793	08/24/2021	422.73
08/23/2021	21.958	08/23/2021	422.13
08/20/2021	20.816	08/20/2021	416.28
08/19/2021	19.798	08/19/2021	411.08
08/18/2021	19.04	08/18/2021	408.01
08/17/2021	19.458	08/17/2021	413.29
08/16/2021	19.95	08/16/2021	416.85
08/13/2021	20.188	08/13/2021	416.08
08/12/2021	19.905	08/12/2021	414.2
08/11/2021	19.699	08/11/2021	411.97
08/10/2021	19.936	08/10/2021	412.33
08/09/2021	20.295	08/09/2021	415.46
08/06/2021	20.366	08/06/2021	416.48
08/05/2021	20.637	08/05/2021	417.13
08/04/2021	20.274	08/04/2021	414.51
08/03/2021	19.815	08/03/2021	413.48
08/02/2021	19.75	08/02/2021	411.19
07/30/2021	19.499	07/30/2021	412.21
07/29/2021	19.662	07/29/2021	412.77
07/28/2021	19.503	07/28/2021	410.74
07/27/2021	19.208	07/27/2021	410.31
07/26/2021	19.294	07/26/2021	414.83
07/23/2021	19.558	07/23/2021	414.73
07/22/2021	19.594	07/22/2021	410.7
07/21/2021	19.41	07/21/2021	407.99
07/20/2021	18.612	07/20/2021	403.87
07/19/2021	18.7798	07/19/2021	397.41
07/16/2021	18.161	07/16/2021	402.28
07/15/2021	18.9662	07/15/2021	405.99
07/14/2021	19.8415	07/14/2021	409.72
07/13/2021	20.25	07/13/2021	407.95
07/12/2021	20.5125	07/12/2021	407.07
07/09/2021	20.0503	07/09/2021	407.11
07/08/2021	19.9028	07/08/2021	403.3
07/07/2021	20.3718	07/07/2021	407.27
07/06/2021	20.6985	07/06/2021	405.71
07/02/2021	20.487	07/02/2021	403.71
07/01/2021	20.212	07/01/2021	398.9
06/30/2021	20.0025	06/30/2021	398.77
06/29/2021	20.0268	06/29/2021	400.08
06/28/2021	19.985	06/28/2021	397.24
06/25/2021	19.031	06/25/2021	393.05
06/24/2021	19.2055	06/24/2021	393.14
06/23/2021	19.0573	06/23/2021	391.05
